MSOA11CD,active_commuters,prop_car,prop_pt,prop_active
E02000940,4325,0.18404624277456647,0.6330635838150289,0.17895953757225433
E02000941,5533,0.23097776974516537,0.5837701066329297,0.17802277245617207
E02000942,5219,0.22590534585169572,0.6225330523088715,0.14504694385897682
E02000943,5217,0.11941728963005559,0.7335633505846272,0.14069388537473643
E02000944,3510,0.24188034188034188,0.6173789173789174,0.13703703703703704
E02000945,3264,0.2601102941176471,0.616421568627451,0.11917892156862746
E02000946,4557,0.20013166556945358,0.6491112574061882,0.14395435593592276
E02000947,5290,0.2001890359168242,0.6514177693761815,0.14196597353497165
E02000948,6484,0.1366440468846391,0.7384330660086367,0.1216841455891425
E02000949,5574,0.17384284176533907,0.6684607104413348,0.15105848582705417
E02000950,4001,0.2604348912771807,0.6100974756310922,0.12246938265433642
E02000951,3871,0.1516404029966417,0.7065357788685094,0.13846551278739344
E02000952,3535,0.1635077793493635,0.700990099009901,0.12871287128712872
E02000953,4240,0.17547169811320754,0.6391509433962265,0.18066037735849055
E02000954,3274,0.20769700671960903,0.6380574221136225,0.14324984728161272
E02000955,3060,0.19934640522875818,0.6209150326797386,0.1758169934640523
E02000956,3791,0.17277763123186493,0.6412556053811659,0.17963597995251912
E02000957,5646,0.17871059156925256,0.6549769748494509,0.16029047113000355
E02000958,3777,0.2962668784749801,0.5207836907598623,0.1758009001853323
E02000959,3424,0.254088785046729,0.615070093457944,0.12470794392523364
E02000960,2751,0.20065430752453653,0.5779716466739367,0.20138131588513267
E02000961,3873,0.1967467079783114,0.6547895688097083,0.13374644978053188
E02000962,3471,0.1679631230193028,0.6531259003169115,0.1616248919619706
E02000963,3959,0.1831270522859308,0.6264208133367012,0.18337964132356654
E02000964,5452,0.1553558327219369,0.6581071166544388,0.1797505502567865
E02000965,4747,0.13777122393090374,0.6789551295555087,0.17379397514219508
E02000966,5012,0.16759776536312848,0.6566241021548284,0.16201117318435754
E02000967,3599,0.11586551819949986,0.5971103084190053,0.27618782995276464
E02000968,4524,0.13373121131741822,0.5833333333333334,0.27210433244916005
E02000969,3314,0.14544357272178637,0.6182860591430296,0.2260108630054315
E02000970,4771,0.13435338503458394,0.44099769440368897,0.4030601551037518
E02000971,4090,0.12518337408312957,0.5366748166259169,0.32273838630806845
E02000972,4385,0.07799315849486887,0.4250855188141391,0.479133409350057
E02000973,5392,0.14410237388724034,0.6518916913946587,0.19343471810089022
E02000974,3607,0.16135292486831163,0.5289714444136402,0.2883282506237871
E02000975,4960,0.10483870967741936,0.6445564516129032,0.23245967741935483
E02000976,5139,0.11617046117921774,0.6740611013815917,0.19750924304339365
E02000977,3862,0.11289487312273433,0.3720870015535992,0.4766960124287934
E02000978,3490,0.2555873925501433,0.39598853868194844,0.3045845272206304
E02000979,3938,0.10360589131538853,0.5142204164550533,0.36896901980700864
E02000980,4270,0.12318501170960187,0.5384074941451991,0.3262295081967213
E02000981,5253,0.11155530173234342,0.5526365886160289,0.3259090043784504
E02000982,3708,0.1518338727076591,0.5631067961165048,0.2758899676375405
E02000983,3992,0.11848697394789579,0.5846693386773547,0.28607214428857713
E02000002,2409,0.5205479452054794,0.40680780406807804,0.06517227065172271
E02000003,4398,0.46271032287403363,0.45702592087312416,0.07526148249204184
E02000004,2775,0.5502702702702703,0.3589189189189189,0.08468468468468468
E02000005,3501,0.4964295915452728,0.42245072836332476,0.0779777206512425
E02000007,3245,0.46594761171032356,0.44992295839753466,0.08073959938366718
E02000008,4455,0.4855218855218855,0.43658810325476993,0.07227833894500561
E02000009,3424,0.4672897196261682,0.4623247663551402,0.0657126168224299
E02000010,3371,0.4402254523880154,0.4773064372589736,0.077128448531593
E02000011,2691,0.43478260869565216,0.48049052396878483,0.07952434039390562
